comment_text,author,likes,published_at,channel_id,reply_count
the iron golem actually looks good and the spider jockey at the end,@WillowBruv3,1,2025-02-18 02:56:45+00:00,UC-LVXtcXyKZ9ASLIq5oP-Gw,0
Now you just gotta add DanTDM and Stampy and it’ll be perfect,@_zzahrax,1,2025-02-18 06:56:22+00:00,UCFU2dRWb81o3tJ-H_JX8qig,0
"i cant cannot wait


.













































































.















































































.







































































.
















































































.....


















....................................................................
.



























































..
.

.
.


.
.
..

.

.
.
.
.
..
.
.
/
.
.
.
.
.
.

.
.
.
/......






























































..",@cie-anndematos7995,1,2025-02-18 09:13:50+00:00,UCqoXPyEsXIFJ-k3XqVVOCFw,0
I glad bro did not say i played theses games on my PC 😅,@IceyBloxDEV,1,2025-02-18 11:45:21+00:00,UCUT8tQ2sVKfWgDv4h6HH34g,0
"Chance of spawning pink sheep in Minecraft - 0.164%

Chance of spawning pink sheep in Minecraft movie - 99.99%",@TECHNICAL.H.K-vf7dl,15,2025-02-18 12:37:35+00:00,UCO_8bNCTSTiC612-cO7t60Q,0
Why are people judging the entire damn movie just from an early trailer? Like you know you would’ve watched the old version of the sonic movie just to see the plot at the VERY least.,@RDOTS713,1,2025-02-18 17:09:57+00:00,UCGUQitgob_GrcVFOUVB1DPw,0
Parece más bien una película de Clash of Clans 😅😊,@venguiJR17,1,2025-02-18 18:15:02+00:00,UClJ-f73JHosvEMNRimC-1lw,0
Thank you very much so much for this video. It was very informative.,@JenniferJohnson-n1c,1,2025-02-18 18:35:41+00:00,UC2Tc1EeCwxpzatYSX8eaoKQ,0
"“ I, am Steve. And as a child, I yearned for the mines. “

HELLO!!!!!????…",@TheShellyFossilian,2,2025-02-18 20:29:44+00:00,UCTUlk58FMJkOGnLmnktdv5w,0
You know I would’ve been on board if this was a ready player one situation type of movie. Cuz it literally makes no sense why real life people are in Minecraft the game. Have Jason just play aquaman in this movie and that girl play her werewolf self form Wednesday. Now that’s a movie! We can get these kinds of graphics from Modding Minecraft.,@eclipses3131,0,2025-02-18 21:39:42+00:00,UC3ltHUyqEMj5iGKJ83VnFnw,1
So hyped to go see this man I absolutely love Jack Black,@savageweathergaming3156,0,2025-02-18 22:10:54+00:00,UCRHtf5e7xvKbHtAlOc20nHg,0
As a child I yearned for the mines… bro he wants child labor,@AddyKeim-j8i,1,2025-02-18 23:00:01+00:00,UC3GrXo4rFt6-U1fpU8FoKVA,0
"im  so happy the copyrights now somehow are no longer c418 nor minecraft at all. but warner brothers. corporate greed, you should have some leniancy. this is too far mate.",@odrex4467,1,2025-02-19 00:19:22+00:00,UChhdW8oVueizZkL0Y-hPKqQ,0
1:34 If you look at the corner of the hole there is a TNT,@SuelisampaioDaSilva,0,2025-02-19 02:36:53+00:00,UCBoHbrbKtcQRTSbN2cKiJfA,0
"I haven't even seen this film, but Earth is Minecraft. Let's say that has landmine areas, and that's a quick easy to the point thought about it.",@anaibarangan4908,0,2025-02-19 07:52:30+00:00,UCz-PkpVeJ8CAZ9fMCz74-mg,0
I'm going to pirate this and then leave a bad review on Rotten Tomatoes,@Merc_Femboy,3,2025-02-19 14:29:32+00:00,UCq7pREXCiskKYncIxzxlrWQ,1
wayy better than ther first  i think it might be ok like a 6 or a 7/10,@YEEPMAN7,0,2025-02-19 15:01:20+00:00,UCXMNoHqwEReszddOBiK6lYw,1
This is the awesomeness movie ever seen in my life,@CarsonJosephStewart,1,2025-02-19 20:04:06+00:00,UCLTrMF0LKwcScYvApEBXJxA,0
don't watch this movie. warner is wrongfully claiming every video that has minecraft music in it. the music is made by c418 and is completel free to use with crediting. warner has 0 rights to the music in any form.,@toomuchyee,1,2025-02-20 01:35:45+00:00,UC9yM6hv1AH0i52vcrWi8OLw,2
"No matter how bad this movie is gonna be, its gonna be an absolute blast to watch with friends, which I think is what really matters. So- wait... THE REAL MINECRAFT ARE TH-",@spiderdinosd,8,2025-02-20 03:32:40+00:00,UCxLPwwrExPgAQ0w0A6A3ZEA,0
"oh my God, this is worse than the first one with this brain rot☠️🙏😭 0:09",@cherlinesemerzier1168,1,2025-02-20 06:31:54+00:00,UCafhi__eU-EKlELIrsOayXg,1
"I don’t know how to say it, but everything feels empty or not fully edited. The atmosphere is there, yet it feels empty or nothing is happening. Too much story telling through words and not the world. Simply building something or destroying it is what told a story in Minecraft.",@SHOWINnuts,2,2025-02-20 06:45:58+00:00,UCoXrl145-flxRFIIwJ20tQA,0
This movie is going to lose them SO MUCH MONEY.,@Gorbinator-t7x,1,2025-02-20 11:39:46+00:00,UCVEi7nCyjEIMswAcllmKOxQ,3
"rn, i would love to see the dislike button number",@Orcaben1,0,2025-02-20 11:54:39+00:00,UCzNDx9bZSXXY6vLBxH7eBTg,0
"The use of Jack Black in anything these days tells you everything you need to know: A failure out of the gate. And did he even try to prep for this part? It looks like he rolled out of bed with his blue shirt on, and showed up on set. What a loser.",@proto57,1,2025-02-20 13:26:48+00:00,UCo3MfBxjgMOFU11K1Wsegww,0
“I watched this trailer for free and I already want my money back”,@Blueforce11,6,2025-02-20 13:49:50+00:00,UC3vV6mxumLgWBsxpTqfHOlA,0
Human people in a minecraft world is lazy. More care is in the surroundings than the actors. Jack black? Get rid of him to make the movie better by itself. Its slop not a movie.  Warner is earning the name trash brothers.,@420Akillese,2,2025-02-20 18:27:52+00:00,UCXZdDe80_qZCfVLWKOZsXbg,2
"Looks better than The Snow White movie, and I love Jack Black and Emma Myers so I'm watching.",@Zegin17,0,2025-02-20 22:03:26+00:00,UCoWEiPzBcf350abVMKrR51Q,0
This movie wouldn’t be as worth watching without jack black,@christbellard,0,2025-02-21 03:47:02+00:00,UCOqQeB1uEqrLiCG4Yv3scRA,0
"anyone know what song is this, sounds familiar but idk the title",@yerirei,0,2025-02-21 07:27:54+00:00,UCVkUmCDDgQdm4dTw9I4YKTQ,0
"I think they could make adult Steve look more muscular and well exercised and less fat. 
It would make him look way cooler",@DanielthecoolestPokemonfan,5,2025-02-21 12:43:07+00:00,UCeJoTCDPkCLxKP-W4TPdTTw,1
"1:57 
“What’s this junk”
Well it was supposed to be an ender pearl then they broke Minecraft laws and the universe punished them




WHY IS THERE A SPHERE IN M I N E C R A F T",@Shad0w_7122,0,2025-02-21 14:17:28+00:00,UCfNX5Ep38VXQZHvyEKOvIdQ,1
Imagine how many 12 year old are gonna be at the opening week...thats gonna be a fun movie theater to be in...,@apawonton1274,0,2025-02-21 16:16:46+00:00,UChSAhUTlckFF1emx6vI7khA,0
"Steve: “Alex, we need to craft these minors, we need more human in this world",@CosmicWatcher,0,2025-02-21 20:13:28+00:00,UC-dvMQc5rZfUZHfbEm_y90Q,0
"HEY I HAVE MADE MY FIRST MINECRAFT MOVIE, I WOULD LOVE FOR YOU TO WATCH IT AND TELL ME IF YOU LIKE IT.",@FictionFrameZ,0,2025-02-21 21:46:04+00:00,UCSWNubF7FLtTBPwrvbm4atA,0
imagine copyrighting someone elses Soundtrack that you don't own just because you made the Minecraft movie.,@Wii07ENTERTAINMENT,0,2025-02-21 23:06:58+00:00,UCS8PASN0qd7JPfHzg2ZgN2w,0
:(( I won’t have time to watch the Minecraft movie on April 4,@Lively_happy_RBLX,0,2025-02-21 23:14:02+00:00,UCJSnx1-AzN62Gyyu9kga1ZQ,0
I’m sure it will be full of leftist groomer propaganda instead of just being a funmovie about Minecraft,@rorschach723,0,2025-02-22 01:53:09+00:00,UC_DZZtxAw0akbTcp9VYBPqQ,0
I wonder Herobrine will be in the movie that will be awesome 👍,@perez2341,1,2025-02-22 02:36:19+00:00,UCoEfS_krdYkP1Fx5q6N56Yw,0
I wounder if it will be modded Minecraft or Vanilla?,@TransGurlGamer,1,2025-02-22 02:57:16+00:00,UC6dOkLhge_kF-yAhiBLEFTQ,0
You this movie is gonna be in Saint Jack. I literally saw a Minecraft so that one more in my mom did bite it.,@thedellorsos8382,0,2025-02-22 06:08:54+00:00,UC_BzHoQzwyNLXKU7vooBrkQ,0
Ponganle la voz de pacheco cara floja a algun personaje 🗣🔥,@Jacidedp,1,2025-02-22 13:26:01+00:00,UC9_3Rh_et8Qd0ayejSk30Eg,0
"This isn’t Minecraft. Well, it’s Minecraft Warner. Bros. Edition 😮",@gameblast5575,1,2025-02-22 13:54:41+00:00,UCvgwUkHyl80pwZp3sfni5TA,0
"All our dreams are finally coming true! 

A Minecraft official movie!",@Kai_Flicker,1,2025-02-22 16:05:22+00:00,UCDu6WBnrunoof4HhC7utGDg,0
"Jesus te ama muito e te quer por perto, arrependam-se de seus erros e pecados o quanto antes, pois o rei vem em breve ❤",@gabz3897,0,2025-02-22 16:54:30+00:00,UC7dUk2c0ZTI_A-Cd3yJGiEQ,0
"1:12 am i the only one that hears ""sigma boy""",@RealAspect7555,0,2025-02-22 17:11:20+00:00,UCDrDPKNz99OaZQtYwZ0zUUA,0
"Everything in this movie is weird, but I love it.",@MickeyMousePlushShow1928,0,2025-02-22 18:30:42+00:00,UCkddyfvUof10PWgTbX7iDVw,0
I want element animation to do the minecraft movie. It would be a hundred times better,@Šimodelar,0,2025-02-22 20:18:22+00:00,UCsLZ0ZJMzfGVhy67Nnoe72g,0
can’t believe they didn’t add any type of old sound in the actual game in the movie..,@AK-PLAYS,0,2025-02-22 22:17:09+00:00,UCORVhS8LrFtudaiqGK-TeHw,0
"""As a Child, I yearn for the mines""
*Muffled Red Sun in the Distance*",@SuperFusionAJ93,3,2025-02-22 22:32:21+00:00,UC7-A1ND2KUwqPf7fyHXokTg,0
Never thought I'd see Pippa Fitz-Amobi in a minecraft movie,@coconutgirl-v5f,1,2025-02-23 00:30:19+00:00,UC8EfkF-uei6qKHEqSk38ffA,0
잘구현했어요 마인크래프트 영화 기대됩니다 게임그대로의 음악 특징 잘 살려서 만들어주세요❤❤😊,@anjiyeon,1,2025-02-23 01:34:52+00:00,UCZJKLA6z7_xQtLO7SkqkumA,0
They dropped this before an actual good Minecraft update wow priorities,@aaronbubby5,1,2025-02-23 03:28:29+00:00,UCwhSIwsQz5YbttIO9VpJ9fw,0
When I was a kid I yearned for child labor,@Krawkodile,0,2025-02-23 06:32:09+00:00,UCTgLKyOMiIte3RG_I6vklhQ,0
"Well, first 30 secs felt as if dhar mann was  the narrator....",@Wolfpaq_96,0,2025-02-23 06:48:31+00:00,UC6hNIdj7PjSkFoOG_s5lHcQ,0
This is cool that they literally made a movie from a game that has zero sense of physics,@afatarly,1,2025-02-23 14:00:23+00:00,UCm5RucgdAb1coGXucvtWAiA,0
I like it but my sister didn't know what to tell,@MochiCookie-n6k,2,2025-02-23 16:20:17+00:00,UC40dToYfJi63ykg3Sqwzq7Q,0
I’m gonna watch this with my middle school band. We finna joke every second.,@Rayaan-u5o,0,2025-02-23 18:38:55+00:00,UC32R3E6CBGLVo3V-urqw7hw,0
The fact that when he is building he’s not holding a block,@Gravitation5647,0,2025-02-23 19:00:26+00:00,UCij6442OQAnpfg15wkm9SeQ,0
This movie better be more then 2 or 3 hours because this looks insanely awesome!,@Remii-Nezzy,0,2025-02-23 19:53:22+00:00,UC3u80alpVA84iqqCRGciA3g,0
"-""you are real hero, Brian""
-""Hero Brian? I like that""",@BallBirdSigma,2,2025-02-23 20:15:03+00:00,UC-vBvyBiSOMq_ARlhrXQ6LA,0
"I wished it was more animaited
Like the mario movie",@hamidhamidi4620,1,2025-02-23 20:41:41+00:00,UCkoP5-2yaUo77Cdrb2IVDyg,0
they shoulve made animation for when the ppl get put into the minecraft dimensions. use live action for the opening then animated the world of minecraft instead we got an even shittier version of the first movie trailer.,@grannys_ashes,1,2025-02-24 03:17:10+00:00,UCoHExs7-5FsX6RQ7i6cypnw,0
Idk if this is just me but this is kind of a banger,@leviCORR,0,2025-02-24 05:13:26+00:00,UCie0zokCBajva2ZatXUSHug,0
"Part of me wants to give this movie a chance. Way more excited for this than _Snow White_ , I'll say that much for now lmao 🤷‍♂️",@LukeTheGhostKiller,1,2025-02-24 05:50:27+00:00,UCyIKjHoQQZyHY3BUDUwVgCg,0
"Hello, just me putting a dislike. Any how, good bye",@nm9489,1,2025-02-24 07:49:01+00:00,UCzvZ-obbuAXKptwGoO5iCZA,1
"Ok that opening was funny but I hate the design of the terrain
And wth is with the size inconsistency’s???",@Srt_resium,1,2025-02-24 13:03:03+00:00,UCu_MRqaPYkQQYUrNSE8NyvA,0
"Ngl, it looks way better than the first one, i feel kinda bad for hating on it😂

 but then again it's them that made the first trailer look so bad",@bobthedestroyer6205,1,2025-02-24 15:44:25+00:00,UCIbjArOocnIT-xc2KFtPs7w,0
I have a feeling Steve could end up being the twist villain of the film,@JamesBonds-rb3my,0,2025-02-24 20:37:53+00:00,UCCLQ5JS_ndLMLlsjq5QvAMw,0
1:24 yep it's make no sense where did you think you are? You are in Minecraft block can randomly float in the air for no reason,@Pro_2009_le_vraix,1,2025-02-24 21:32:20+00:00,UCchGWB-j_58ibnNeyx0PsHQ,0
Still bugs me that as this movie was being made Mojang made the weird decision to make Ender Pearls damn near useless now,@fire8oy,0,2025-02-24 23:16:06+00:00,UChRaeLxAwAIFKW5wcnMCYbA,0
We got a 2nd tráiler of Minecraft movie before tgr deluxe edition V2,@TheREDresort,0,2025-02-25 02:08:33+00:00,UC--oSOSPljdAikzzNeLcZvg,0
i dont relly care about the look of the movie being bad i just want to see the movie it self,@CarlinJenkins,1,2025-02-25 15:10:48+00:00,UCNDQTc8hdW56q_uvUBDnuUw,0
"can 500 more of you quote the ""as a child i yearned for the mines"" part in the comment section again and again and again ?",@enzime,0,2025-02-25 17:43:26+00:00,UCO18cyt3kSqpVt8VJJbn_Kg,0
goofy ahh trailer. I want to watch it to prove everyone wrong but I don't actually think its going to be good,@1ittl3f0x.W1TCH,1,2025-02-26 00:06:01+00:00,UClxzUMrPKnQ_mvjLtr56iOg,0
Not gonna watch it because Jack Black can't stand him,@senpai_ZCK,2,2025-02-26 01:24:10+00:00,UCLeTd_0W63kDR1ZErrPjJ6w,1
This is some cringe s*** man welcome to life i guess this is the best we can do,@JuiceLord-d2z,1,2025-02-26 17:46:31+00:00,UCHoZ2vrTFVnXJYjvigia0tw,0
I dont think this looks as bad as everyone is making it out to be.,@joshs6259,2,2025-02-26 18:38:05+00:00,UCcDaHVe2efAoh74uYn3aLDw,0
This movie it looks way similar of Pokémon Detective Pikachu movie (2019),@chrisramirez5926,2,2025-02-26 20:20:06+00:00,UCNqr-DkR-yhID_fCciqaQXQ,0
"0:05 *”I…am **_steeeeve.”_*
0:08 *”As a child I yearned for the mines.”*",@THF15920,3,2025-02-26 21:47:43+00:00,UCK5Et8ITvaEIdJATc97Sa3w,0
There is no way Warner bros chose this over making a batman beyond animated movie,@BrodyMartinez-ej6jh,2,2025-02-27 01:35:49+00:00,UCBaEPQOWeY_WvyyzVFw_OeQ,0
My dad wants me to watch this w him…   so you see this is my last few months of life,@Sharkwhale985,2,2025-02-27 01:44:08+00:00,UCafekmKwrVEBWt4xHCzHznA,0
"If you think about it, all the things they got wrong could be a sign of how long Steve or Jack Black has been in Minecraft and how he basically started modding his world.",@blanksubs7329,0,2025-02-27 02:35:42+00:00,UCCxi1q_wVwttOi2uEynX2ew,0
I don’t get all the hate honestly. I’ve played this game my whole life and this is just a dream come true to me honestly.,@aronaguirre157,3,2025-02-27 02:59:51+00:00,UCwa4T9aK_i9LrCsNc6GHPoQ,0
Maybe the old Man is future steve telling his yiuger sleding not to go in the cave,@VoidG1234,0,2025-02-27 04:26:21+00:00,UCo11Zb-5ZpdSWIgoZaNnyuw,0
"“there’s one thing you need to know…”

“never dig straight down.”",@whydidyoutubechangemyuser,216,2025-02-27 11:42:16+00:00,UCKKTonlOKIlNlKgqeVuI81A,3
Pls tell me the name of this texture pack 💀,@YOKAIGAMINGYT-r2z,1,2025-02-27 14:12:51+00:00,UCa4DryCLLfRI6HcI3EC-9MQ,0
I don’t play Minecraft reLLY any more.😢😢😢 and my acount got deleted 😢😢😢😢😢,@StephanieWorthington-n3x,0,2025-02-27 14:18:36+00:00,UCQGO6xWTaaQp7WR5mY5jsbA,0
Ok this is actually starting to seem like a good movie,@ClaytonReacts-h6l,2,2025-02-27 14:57:36+00:00,UCmitnSwJQ0tW11iw1W4uaXw,0
i dont think my computer will be able to handle this texture pack,@Riltal-real,1114,2025-02-27 16:25:05+00:00,UCLOSvKK8quDcPl6VAcZFyAA,6
"OMG, I want to see it right now!!! SO BANGER!!!!",@Shamada_,1,2025-02-27 20:02:16+00:00,UCC2zjYo1cqA9RjjIzrQPaeA,0
The movie needs to be reshot and the main actor Steve replaced with someone else because he is not perfect at all and if the movie is downloaded it will be subject to bullying please replace the actor who plays Steve,@MichaelAwed,0,2025-02-27 20:36:00+00:00,UCPxVq9fA0LXXzRF8PbgMqdQ,0
"*picks up arm and slaps the zombie*
BRO YOUR NOT UZI",@Glamrock_cheese,0,2025-02-27 21:47:37+00:00,UC0azOTLj7zNv49dvUuH98Lw,0
"The fact that they are trying to claim copyrights on the song… no, it’s not yours just cause u made a (bad looking) movie about the game it’s from",@shark_bee,0,2025-02-27 22:01:12+00:00,UCY9xFPEvlLDDoZs04kYpgsQ,0
"1:43 this is garret in an elytra . Elytra’s are from the end, this implies Steve killed the ender dragon",@pinco1749,0,2025-02-27 22:04:50+00:00,UCNR5z-lJ7NDCJZX2vsUmEjw,0
I would've been more okay with it if the humans characters were cgi or animated or whatever too.,@Rainbowpanda2010,0,2025-02-27 23:21:54+00:00,UCPpg2ZykRytDMPJ2CTYCUZQ,0
Can’t believe there’s gona be a Minecraft movie before a gears of war movie 😔,@barrera545,0,2025-02-27 23:44:23+00:00,UCAw3QtTT4B8QmVjZ9lt1Ilw,0
"So the story in this movie, Steve originally is from our world but then finds a block for the underworld and it makes a portal that takes him to the Minecraft world? :0 maybe it’s a Minecraft secret code lol😊",@TheRealOneSportyGuy,2,2025-02-28 00:48:56+00:00,UC1FkIT1iRxYmc1HNEGXCk1A,0
By far they used the worst song in minecraft they coult use,@malandelo-malandreomalande291,2,2025-02-28 01:54:08+00:00,UCbPLKiRB_qNEjjypE2E35Mw,0
"I LOVE YOU MINECRAFT, THANK YOU FOR BEING MY CHILDHOOD 💗💚 
""Here creativity is vital to survive"" 🩷💚",@yairsitowo965,1,2025-02-28 02:03:28+00:00,UCR6dYIhowI-9lLfJsPhH7dw,0
quite brave of you guys to leave the comment section open!,@CheemsWithBlade,0,2025-02-28 06:24:20+00:00,UCWwQ8nh7pZNP1xMHxtOT86g,0
"There is nothing in this world that stirs less emotion in me than this bland, flavorless trailer, crafted by minds that seem utterly dull, drained of all passion, whose only ambition appears to be ticking off every box in a tired Hollywood formula. This worn-out blueprint relies entirely on the viewers’ lack of critical thinking, feeding them an endless stream of pre-digested content designed to be consumed without the slightest effort — a product tailor-made for brains dulled to the core, slowly rotting under the endless scrolling of TikTok.",@plumedemouton2085,3,2025-02-28 07:46:12+00:00,UCjhmSipiVEeSYZKW1UjON0A,1
#mentallymitch they made a this look worst than Snow White how’s that possible,@Dreamerlighting,0,2025-02-28 09:28:41+00:00,UCFuFBSgGCZ3UEviNhSxnirQ,0
"I love minecraft, but I hope this fails as bad as the borderlands movie. Especially with WB claiming C418’s music, absolutely evil",@beauhenry5309,0,2025-02-28 09:38:15+00:00,UCqqJvdTaEF4ZIyKWYZYurIw,0
This is basically a parody of Minecraft instead of an actual adaptation,@S0L12D3,0,2025-02-28 10:05:45+00:00,UCELsiOOAiYZvQUR8G9hDQKA,0
"I love films where the main villain is child labour laws. 

All Steve wanted to do was go into the mines, but those damn child labour laws said no!",@utter_cringe,0,2025-02-28 12:03:33+00:00,UCNqH7TZ8oY78UJk64ipPjZQ,0
No cuz I’m actually so excited to see Jason mamoa and jack black both in a goofy movie like this😂,@RANDXM_EDITXZZ,0,2025-02-28 12:42:14+00:00,UC5WvNNgfrpWcCO-4XQj5WFQ,0
Using the children yearn for the mines meme is actually peak,@damiencrain5804,0,2025-02-28 15:07:12+00:00,UC_JnXpunJc6CCY9VV1AfkIg,0
They better have pewdiepie in this. Else it’s more of a disappoint then it’s probably gonna be.,@nick127-b4n,0,2025-02-28 15:56:30+00:00,UCTAiaCnkSID5AEl-tkyMYzA,0
"You know what, this movie is gonna be a guilty pleasure for me.
Jack Black is the best actor ever.",@haileykitty6993,0,2025-02-28 16:12:05+00:00,UCWCkP42Jjp3b85aEXRrl1wQ,0
"Warner Brothers, you our mine crafted the game of our dreams thank you plus thank you for hiring Jack Black as
 Steve🎉",@CJamesArt,0,2025-02-28 16:37:36+00:00,UCee0U33Z6kdny7D4FrGRxSg,0
"The weird thing is, the piglins which come into the overworld turn into zombie piglin, so they coming to the overworld makes no sense",@artsjam8845,2,2025-02-28 18:41:12+00:00,UCaCSz7hO43phJlfG010G_ew,1
Isn’t Steve supposed to be 2 meters tall not two meters wide,@jackhousser2817,3,2025-02-28 20:09:06+00:00,UC3l2E8ifRh05cug5rO03KCw,0
Sabes algo sácame película de 2026 Siri porque tú no sabes que vas a ver mi película de 2026,@SoybenjamilloYT,0,2025-02-28 20:31:04+00:00,UCxRruh91nJzeqYZMs23XuyQ,0
